"name","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross","type"
"paquita salas",2016,NA,"Comedy",NA,NA,8,NA,NA,"Brays Efe","Belén Cuesta"," Lidia San José","Álex de Lucas",2699,NA,NA,"tv"
"the lizzie borden chronicles",2015,NA,"Crime","Drama","Horror",7,NA,NA,"Christina Ricci","Clea DuVall"," Cole Hauser","Dylan Taylor",3945,337,NA,"tv"
"the cuba libre story",2016,NA,"Documentary","History",NA,7.7,NA,NA,"Ken Eaken","Jaime Suchlicki"," Jean-Pierre Clerc","Michael Zeuske",1432,52,NA,"tv"
"five came back",2017,NA,"Documentary","Biography","History",8.3,NA,NA,"Francis Ford Coppola","Guillermo del Toro"," Paul Greengrass","Lawrence Kasdan",4261,60,NA,"tv"
"crazyhead",2016,NA,"Comedy","Horror","Sci-Fi",7.3,NA,NA,"Cara Theobold","Susan Wokoma"," Lewis Reeves","Tony Curran",4613,60,NA,"tv"
"code lyoko",2003,2007,"Animation","Action","Adventure",7.3,NA,NA,"Sharon Mann","Mirabelle Kirkland"," Matthew Géczy","Barbara Scaff",4782,26,NA,"tv"
"guilty",2020,NA,"Drama","Thriller",NA,5.4,"Ruchi Narain",NA,"Kiara Advani","Taher Shabbir"," Akansha Ranjan Kapoor","Gurfateh Pirzada",4014,119,NA,"tv"
"brotherly love",2015,NA,"Drama",NA,NA,6.7,"Jamal Hill",NA,"Keke Palmer","Cory Hardrict"," Romeo Miller","Eric D. Hill Jr.",1787,89,0.44,"tv"
"catfight",2016,NA,"Action","Comedy","Drama",5.9,"Onur Tukel",NA,"Sandra Oh","Anne Heche"," Alicia Silverstone","Amy Hill",5779,95,NA,"tv"
"citrus",2018,NA,"Animation","Drama","Romance",6.3,NA,NA,"Tomoaki Maeno","Kana Ueda"," Ikumi Hayama","Shiori Izawa",1621,24,NA,"tv"
"k",2012,NA,"Animation","Action","Drama",7.1,NA,NA,"Sam Riegel","Stephanie Sheh"," Johnny Yong Bosch","Todd Haberkorn",2091,24,NA,"tv"
"barbie: life in the dreamhouse",2012,NA,"Animation","Short","Comedy",7.4,NA,NA,"Kate Higgins","Sean Hankinson"," Haviland Stillwell","Paula Rhodes",1474,3,NA,"short"
"the deep",2015,NA,"Animation","Action","Adventure",7.9,NA,NA,"Vincent Tong","Ashleigh Ball"," Kathleen Barr","Michael Dobson",575,22,NA,"tv"
"high on the hog: how african american cuisine transformed america",2021,NA,"Documentary","History",NA,7.7,NA,NA,"Stephen Satterfield","Gabrielle E.W. Carter"," Jessica B. Harris","Romauld Hazoume",501,210,NA,"tv"
"bloom into you",2018,NA,"Animation","Drama","Romance",7.8,NA,NA,"Tia Lynn Ballard","Clint Bickham"," Luci Christian","Amber Lee Connors",954,24,NA,"tv"
"florida man",NA,NA,"Drama",NA,NA,NA,NA,NA,"Star: Edgar Ramírez",NA,NA,NA,NA,NA,NA,"tv"
"surviving death",2021,NA,"Documentary","Reality-TV",NA,6.1,NA,NA,"Star: Payton Harbour",NA,NA,NA,1654,50,NA,"tv"
"the joel mchale show with joel mchale",2018,NA,"Comedy",NA,NA,7.2,NA,NA,"Joel McHale","Paul Feig"," Brad Stevens","Dominic DeLeo",2277,30,NA,"tv"
"the epic tales of captain underpants",2018,2020,"Animation","Short","Action",6.7,NA,NA,"Nat Faxon","Jay Gragnani"," Ramone Hamilton","Sean Astin",737,24,NA,"short"
"sabrina",2018,NA,"Horror","Thriller",NA,4.2,"Rocky Soraya",NA,"Luna Maya","Christian Sugiono"," Sara Wijayanto","Jeremy Thomas",1583,113,NA,"tv"
"trolls: the beat goes on!",2018,2019,"Animation","Short","Adventure",5.9,NA,NA,"Amanda Leighton","Sean T. Krishnan"," Kevin Michael Richardson","Skylar Astin",731,25,NA,"short"
"rosemary's baby",2014,NA,"Drama","Horror","Mystery",5.5,NA,NA,"Zoe Saldana","Patrick J. Adams"," Carole Bouquet","Christina Cole",5230,170,NA,"tv"
"little witch academia",2017,NA,"Animation","Comedy","Family",7.9,NA,NA,"Megumi Han","Erica Mendez"," Alexis Nichols","Fumiko Orikasa",2619,25,NA,"tv"
"wakfu",2008,2017,"Animation","Adventure","Family",8.2,NA,NA,"Fanny Bloc","Geneviève Doang"," Jules de Jongh","Thomas Guitard",1289,24,NA,"tv"
"gridlocked",2015,NA,"Action",NA,NA,5.8,"Allan Ungar",NA,"Dominic Purcell","Cody Hackman"," Saul Rubinek","Stephen Lang",4295,110,NA,"tv"
"shot in the dark",2017,NA,"Documentary","Reality-TV",NA,8,NA,NA,"Zak Holman","Scott Lane"," Austin Raishbrook","Howard Raishbrook",1677,37,NA,"tv"
"waffles + mochi",2021,NA,"Family",NA,NA,7.6,NA,NA,"Diona Elise Burnett","Taleia Gilliam"," Andy Hayward","Jonathan Kidder",347,NA,NA,"tv"
"arcane",2021,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"go!",2020,NA,"Family","Sport",NA,5.9,"Owen Trevor",NA,"William Lodder","Frances O'Connor"," Anastasia Bampos","Darius Amarfio Jefferson",2436,102,NA,"tv"
"x-men",2011,NA,"Animation","Action","Sci-Fi",6.9,NA,NA,"Steve Blum","Cam Clarke"," Aya Hisakawa","Katsunosuke Hori",1933,NA,NA,"tv"
"beauty",2021,NA,"Drama","Romance",NA,NA,"Andrew Dosunmu",NA,"Sharon Stone","Giancarlo Esposito"," Joey Bada$$","Niecy Nash",NA,NA,NA,"tv"
"history of swear words",2021,NA,"Documentary","Comedy",NA,6.4,NA,NA,"Nikki Glaser","London Hughes"," Elvis Mitchell","Melissa Mohr",4167,124,NA,"tv"
"elite short stories: omar ander alexis",2021,NA,"Short","Drama",NA,7.4,NA,NA,"Arón Piper","Jorge Clemente"," Omar Ayuso","Claudia Salas",1261,35,NA,"short"
"sunderland 'til i die",2018,NA,"Documentary","Sport",NA,8.1,NA,NA,"Nick Barnes","George Honeyman"," Aiden McGeady","Gary Bennett",7196,39,NA,"tv"
"leila",2019,NA,"Drama","Sci-Fi",NA,4.8,NA,NA,"Huma Qureshi","Rahul Khanna"," Siddharth","Leysha Mange",8306,48,NA,"tv"
"glitch techs",2020,NA,"Animation","Action","Adventure",7.9,NA,NA,"Ricardo Hurtado","Monica Ray"," Dan Milano","Rachael Russakoff",869,25,NA,"tv"
"a love so beautiful",2020,NA,"Comedy","Romance",NA,7.4,NA,NA,"Joo-yeon So","Kim Yo-han"," Hoi-Hyeon Yeo","Hye-Jo Cho",522,NA,NA,"tv"
"painkiller",NA,NA,"Crime","Drama",NA,NA,NA,NA,"Uzo Aduba","Matthew Broderick"," West Duchovny","John Rothman",NA,NA,NA,"tv"
"cooking with paris",2021,NA,"Reality-TV",NA,NA,NA,NA,NA,"Star: Paris Hilton",NA,NA,NA,NA,NA,NA,"tv"
"the midnight club",NA,NA,"Drama","Horror","Mystery",NA,NA,NA,"Adia","Matt Biedel"," Ruth Codd","Annarah Cymone",NA,NA,NA,"tv"
"medal of honor",2018,NA,"Documentary","War",NA,8.4,NA,NA,"Josh Charles","Daniel Rodriguez"," David Petraeus","Jake Abel",1510,60,NA,"tv"
"married to medicine",2013,NA,"Reality-TV",NA,NA,5.2,NA,NA,"Jacqueline Walters","Simone Whitmore"," Toya Bush-Harris","Quad Webb",332,43,NA,"tv"
"al hayba",2017,NA,"Action","Romance",NA,7.4,NA,NA,"Taim Hasan","Nadine Nassib Njeim"," Mona Wassef","Oweiss Mkhallalati",982,45,NA,"tv"
"echoes",NA,NA,"Drama","Mystery","Thriller",NA,NA,NA,"Michelle Monaghan","Matt Bomer",NA,NA,NA,NA,NA,"tv"
"lunatics",2019,NA,"Comedy",NA,NA,6.6,NA,NA,"Chris Lilley","Judi Young"," Brock Thornburgh","Jett Thornburgh",2884,35,NA,"tv"
"one",2021,NA,"Drama","Thriller",NA,6.6,"Santhosh Viswanath",NA,"Mammootty","Joju George"," Murali Gopy","Mathew Thomas",2286,151,NA,"tv"
"kid cosmic",2021,NA,"Animation","Action","Adventure",8,NA,NA,"Tom Kenny","Amanda Céline Miller"," Keith Ferguson","Lily Rose Silver",787,25,NA,"tv"
"elite short stories: guzmán caye rebe",2021,NA,"Short","Crime","Drama",7.5,NA,NA,"Miguel Bernardeau","Claudia Salas"," Georgina Amorós","Quim Ramos",1545,36,NA,"short"
"the disappearance of madeleine mccann",2019,NA,"Documentary","Crime","Mystery",6.6,NA,NA,"Anthony Summers","Maria João Vaz"," Gonçalo Amaral","Robbyn Swan",9309,60,NA,"tv"
"mind game",2004,NA,"Animation","Adventure","Comedy",7.8,"Masaaki Yuasa","
Kôji Morimoto
","Kôji Imada","Sayaka Maeda"," Takashi Fujii","Seiko Takuma",8774,103,0.04,"tv"
"do do sol sol la la sol",2020,NA,"Comedy","Music","Romance",7.4,NA,NA,"Go Ara","Jae-Wook Lee"," Kim Joo-Heon","Eun-soo Shin",1046,60,NA,"tv"
"from scratch",NA,NA,"Drama",NA,NA,NA,NA,NA,"Eugenio Mastrandrea","Roberta Rigano"," Paride Benassai","Jonathan Dylan King",NA,NA,NA,"tv"
"neo yokio",2017,2018,"Animation","Action","Adventure",5.9,NA,NA,"Jude Law","Jaden Smith"," Susan Sarandon","The Kid Mero",3171,23,NA,"tv"
"parallels",2015,NA,"Action","Sci-Fi",NA,6.1,"Christopher Leone",NA,"Mark Hapka","Jessica Rothe"," Eric Jungmann","Constance Wu",14125,83,NA,"tv"
"cheer",2020,NA,"Documentary","Reality-TV",NA,8.1,NA,NA,"Monica Aldama","Lexi Brumback"," Gabi Butler","Jerry Harris",4270,355,NA,"tv"
"babylon",2014,NA,"Comedy","Crime","Drama",7.1,NA,NA,"Brit Marling","Bertie Carvel"," Paterson Joseph","Daniel Kaluuya",2142,50,NA,"tv"
"thriller",2018,NA,"Crime","Drama","Horror",3.6,"Dallas Jackson",NA,"Jessica Allain","Luke Tennie"," Mitchell Edwards","Paige Hurd",1093,87,NA,"tv"
"bee and puppycat",2013,NA,"Animation","Short","Action",8.2,NA,NA,"Allyn Rachel","Kent Osborne"," Alexander James Rodriguez","Ashly Burch",1555,7,NA,"short"
"the magic school bus rides again",2017,2021,"Animation","Adventure","Family",6.2,NA,NA,"Mikaela Blake","Gabby Clarke"," Birva Pandya","Kate McKinnon",719,26,NA,"tv"
"the maid",2020,NA,"Drama","Horror","Mystery",5.7,"Lee Thongkham",NA,"Ploy Sornarin","Savika Chaiyadej"," Kannaporn Puangtong","Theerapat Sajakul",560,102,NA,"tv"
"hyena",2020,NA,"Drama","Romance",NA,7.8,NA,NA,"Ju Ji-Hoon","Kim Hye-su"," Lee Kyung-young","Jun Suk-ho",598,60,NA,"tv"
"middleditch & schwartz",2020,NA,"Comedy",NA,NA,8.6,NA,NA,"Thomas Middleditch","Ben Schwartz",NA,NA,4251,51,NA,"tv"
"craig ross jr.'s monogamy",2018,NA,"Drama",NA,NA,7.2,NA,NA,"Jill Marie Jones","Vanessa Simmons"," Darius McCrary","Caryn Ward",321,30,NA,"tv"
"girls hostel",2018,NA,"Comedy","Drama",NA,8.1,NA,NA,"Srishti Shrivastava","Parul Gulati"," Ahsaas Channa","Simran Natekar",3566,23,NA,"tv"
"vampires",2020,NA,"Drama","Fantasy","Horror",5.6,NA,NA,"Kate Moran","Mounir Amamra"," Juliette Cardinski","Pierre Lottin",1081,NA,NA,"tv"
"the platform",2020,NA,"Drama",NA,NA,7,NA,NA,"Maxim Khalil","Khaled Alkeesh"," Abdulmohsen Alnemr","Khaled El Sayed",239,45,NA,"tv"
"houdini",2014,NA,"Biography","Drama",NA,7.4,NA,NA,"Adrien Brody","Kristen Connolly"," Evan Jones","Tim Pigott-Smith",11302,174,NA,"tv"
"super why!",2007,2016,"Animation","Family",NA,6.1,NA,NA,"Siera Florindo","Tajja Isen"," Zachary Bloch","Nicholas Castel Vanderburgh",693,30,NA,"tv"
"danger mouse",2015,2019,"Animation","Action","Adventure",7.1,NA,NA,"Alexander Armstrong","Kevin Eldon"," Dave Lamb","Stephen Fry",499,22,NA,"tv"
"truth or dare",2012,NA,"Horror","Mystery",NA,5.6,"Robert Heath",NA,"Tom Kane","Liam Boyle"," Jack Gordon","Florence Hall",8980,96,NA,"tv"
"the healing powers of dude",2020,NA,"Short","Action","Adventure",6.6,NA,NA,"Jace Chapman","Larisa Oleynik"," Mauricio Lara","Sophie Kim",735,25,NA,"short"
"the titan games",2019,NA,"Reality-TV",NA,NA,7,NA,NA,"Dwayne Johnson","Cari Champion"," Ben Afuvai","Kim Rosen",3261,60,NA,"tv"
"the king's avatar",2019,NA,"Action","Adventure","Fantasy",8.2,NA,NA,"Yang Yang","Shuying Jiang"," Daisy Li","Leon Lai Yi",826,45,NA,"tv"
"alien worlds",2020,NA,"Documentary","Animation","Sci-Fi",6.5,NA,NA,"Sophie Okonedo","Leigh Joel Scott"," Vahe Alaverdian","Stuart Armstrong",3006,NA,NA,"tv"
"transformers: robots in disguise",2014,2020,"Animation","Action","Adventure",5.9,NA,NA,"Khary Payton","Mitchell Whitfield"," Will Friedle","Constance Zimmer",930,22,NA,"tv"
"the holiday movies that made us",2020,NA,"Documentary","Family",NA,7.1,NA,NA,"Phe Caplan","David Berenbaum"," Ian Nathan","Jon Berg",725,44,NA,"tv"
"away",2016,NA,"Crime","Drama",NA,6.8,"David Blair",NA,"Timothy Spall","Juno Temple"," Hayley Squires","Matt Ryan",2079,105,NA,"tv"
"opening night",2016,NA,"Comedy","Musical",NA,6,"Isaac Rentz",NA,"Lauren Lapkus","Alona Tal"," Topher Grace","Anne Heche",2458,90,NA,"tv"
"well-intended love",2019,2020,"Drama","Romance",NA,7.3,NA,NA,"Xu Kai Cheng","Liu Jia Xi"," Huang Qian Shuo","Wang Shuang",1184,45,NA,"tv"
"hi bye, mama!",2020,NA,"Comedy","Drama","Fantasy",8,NA,NA,"Kim Tae-hee","Kyoo-hyung Lee"," Ko Bo-Gyeol","Seo Woo-Jin",1215,70,NA,"tv"
"nicky jam: el ganador",2018,NA,"Biography","Music",NA,7.8,NA,NA,"Nicky Jam","Jose Caro"," Darkiel","Avery Rodríguez",1030,45,NA,"tv"
"go, dog. go!",2021,NA,"Animation",NA,NA,7.4,NA,NA,"Michela Luci","Callum Shoniker"," Lyon Smith","Linda Ballantyne",126,NA,NA,"tv"
"thus spoke kishibe rohan",2017,2021,"Animation","Action","Adventure",7.7,NA,NA,"Landon McDonald","Bob Carter"," Brittany Cox","Skyler Davenport",673,97,NA,"tv"
"the pentaverate",2022,NA,"Comedy",NA,NA,NA,NA,NA,"Mark Denham","Tony McCarthy"," Daniel Booroff","Nicklas Kingo",NA,NA,NA,"tv"
"real rob",2015,NA,"Comedy",NA,NA,6.4,NA,NA,"Rob Schneider","Patricia Maya Schneider"," Jamie Lissow","Miranda Scarlett Schneider",2650,30,NA,"tv"
"maria",2019,NA,"Action","Crime","Drama",5,"Pedring Lopez",NA,"Cristine Reyes","Germaine De Leon"," KC Montero","Ronnie Lazaro",1872,90,NA,"tv"
"abstract: the art of design",2017,NA,"Documentary",NA,NA,8.4,NA,NA,"Platon","Cas Holman"," Ian Spalter","Elisabeth Biondi",5046,45,NA,"tv"
"bodyguard",2011,NA,"Action","Comedy","Drama",4.7,"Siddique",NA,"Salman Khan","Kareena Kapoor"," Raj Babbar","Hazel Keech",24275,130,NA,"tv"
"inside man",NA,NA,"Drama","Mystery","Thriller",NA,NA,NA,"David Tennant","Stanley Tucci"," Dolly Wells","Lydia West",NA,NA,NA,"tv"
"the great train robbery",2013,NA,"Biography","Crime","Drama",7.4,NA,NA,"Robert Glenister","Jack Roth"," Paul Anderson","Luke Evans",3668,90,NA,"tv"
"the innocence files",2020,NA,"Documentary","Crime",NA,8,NA,NA,"Peter Neufeld","Barry Scheck"," Michael West","Gary Wells",2335,573,NA,"tv"
"queen sono",2020,2021,"Action","Crime","Drama",6,NA,NA,"Pearl Thusi","Vuyo Dabula"," Sechaba Morojele","Chi Mhende",1093,43,NA,"tv"
"fresh, fried and crispy",2021,NA,"Reality-TV",NA,NA,6.3,NA,NA,"Daym Drops","Sonya Beckham"," Teresa Cottrell","Nancy Faidley-Devine",417,NA,NA,"tv"
"betty en ny",2019,NA,"Comedy",NA,NA,7.7,NA,NA,"Elyfer Torres","Erick Elias"," Amaranta Ruiz","Sabrina Seara",477,60,NA,"tv"
"instant hotel",2017,NA,"Reality-TV",NA,NA,7.3,NA,NA,"Juliet Ashworth","Luke Jacobz"," Terry Brouwers","Anita Bocquee",1328,45,NA,"tv"
"true story",NA,NA,"Comedy","Drama",NA,NA,NA,NA,"Kevin Hart","Wesley Snipes"," William Catlett","Abbey Paige",NA,NA,NA,"tv"
"diagnosis",2019,NA,"Documentary",NA,NA,7.8,NA,NA,"Hugh Calkins","Crystal Lee"," Matt Lee","Lisa Sanders",975,NA,NA,"tv"
"minecraft: story mode",2018,NA,"Adventure",NA,NA,5.7,NA,NA,"Patton Oswalt","Catherine Taber"," Ashley Johnson","Brian Posehn",181,NA,NA,"tv"
"my holo love",2020,NA,"Drama","Romance","Sci-Fi",7.7,NA,NA,"Hwang Chan-sung","Yeo-jin Choi"," Lee Jeong-eun","Ko Sung-hee",1779,55,NA,"tv"
"last chance u: basketball",2021,NA,"Documentary","Sport",NA,8.4,NA,NA,"",NA,NA,NA,1950,NA,NA,"tv"
"the adventures of puss in boots",2015,2018,"Animation","Action","Adventure",6.7,NA,NA,"Eric Bauza","Jayma Mays"," Grey Griffin","Paul Rugg",1491,23,NA,"tv"
"super wings!",2015,NA,"Animation","Adventure","Family",6.1,NA,NA,"Luca Padovan","Hudson Loverro"," Chasden Gilson-Walker","Jamie Sara Lewis",287,15,NA,"tv"
"anatomy of a scandal",NA,NA,"Drama","Thriller",NA,NA,NA,NA,"Jonathan Coy","Josette Simon"," Violet Verigo","Ralph Davis",NA,NA,NA,"tv"
"criminal: germany",2019,NA,"Crime","Drama","Mystery",7.7,NA,NA,"Eva Meckbach","Sylvester Groth"," Florence Kasumba","Christian Kuchenbuch",4577,59,NA,"tv"
"jinn",2019,NA,"Drama","Fantasy","Horror",3.5,NA,NA,"Salma Malhas","Sultan Alkhail"," Hamzeh Okab","Aysha Shahaltough",9684,30,NA,"tv"
"accidentally in love",2018,NA,"Music","Romance",NA,7.6,NA,NA,"Junchen Guo","Yi Ning Sun"," Yiqin Zhao",NA,933,30,NA,"tv"
"carole & tuesday",2019,NA,"Animation","Drama","Music",7.9,NA,NA,"Miyuri Shimabukuro","Kana Ichinose"," Celeina Ann","Akio Ôtsuka",1694,22,NA,"tv"
"sirius the jaeger",2018,NA,"Animation","Action","History",6.8,NA,NA,"Yûto Uemura","Ken'yû Horiuchi"," Nanako Mori","Yûsuke Kobayashi",1550,25,NA,"tv"
"hyperdrive",2019,NA,"Reality-TV",NA,NA,8,NA,NA,"Stacey-Lee May","Michael Bisping"," Lindsay Czarniak","Rutledge Wood",2371,29,NA,"tv"
"hasmukh",2020,NA,"Comedy","Crime",NA,5.3,NA,NA,"Vir Das","Ranvir Shorey"," Amrita Bagchi","Ravi Kishan",2479,34,NA,"tv"
"the neighbor",2016,NA,"Crime","Horror","Thriller",5.8,"Marcus Dunstan",NA,"Josh Stewart","Bill Engvall"," Alex Essoe","Ronnie Gene Blevins",7407,87,NA,"tv"
"archibald's next big thing",2019,2020,"Animation","Adventure","Comedy",7.8,NA,NA,"Tony Hale","Rosamund Pike"," Kari Wahlgren","Chelsea Kane",241,24,NA,"tv"
"superstition",2017,2018,"Drama","Fantasy","Horror",5.2,NA,NA,"Brad James","Morgana Van Peebles"," Robinne Lee","Demetria McKinney",1779,45,NA,"tv"
"that winter, the wind blows",2013,NA,"Drama",NA,NA,7.7,NA,NA,"Jung-Hyun Han","In-Sung Jo"," Song Hye-Kyo","Kim Bum",1551,65,NA,"tv"
"prank encounters",2019,NA,"Comedy","Horror","Reality-TV",5.2,NA,NA,"David Storrs","Gaten Matarazzo"," Peter Giles","Henry Dittman",2458,24,NA,"tv"
"the disastrous life of saiki k.: reawakened",2019,NA,"Animation","Comedy",NA,7.9,NA,NA,"Hiroshi Kamiya","Ai Kayano"," Jon Bailey","Jalen K. Cassell",1138,NA,NA,"tv"
"elite short stories: nadia guzmán",2021,NA,"Short","Drama","Romance",6.3,NA,NA,"Miguel Bernardeau","Mina El Hammani"," Omar Ayuso","Sergio San Millán",1254,33,NA,"short"
"numberblocks",2017,NA,"Animation",NA,NA,8.1,NA,NA,"Beth Chalmers","Teresa Gallagher"," David Holt","Marcel McCalla",134,5,NA,"tv"
"floor is lava",2020,NA,"Game-Show","Reality-TV",NA,5.3,NA,NA,"Rutledge Wood","Janine Hogan"," Todd Leykamp","Alyssa Sabo",1897,38,NA,"tv"
"trial 4",2020,NA,"Documentary","Crime",NA,7.4,NA,NA,"Sean Ellis","Rosemary Scapicchio"," Edward McNelley","Mary Jackie Ellis",1789,437,NA,"tv"
"my first first love",2019,NA,"Drama",NA,NA,7.5,NA,NA,"Tae-oh Kang","Ji Soo"," Chae-Yeon Jung","Jung Jinyoung",1690,50,NA,"tv"
"chelsea does",2016,NA,"Documentary",NA,NA,7.2,NA,NA,"Chelsea Handler","Steven David"," Mary McCormack","Irving Azoff",2395,70,NA,"tv"
"more tales of the city",1998,NA,"Drama","Romance",NA,7.9,NA,NA,"Olympia Dukakis","Laura Linney"," Colin Ferguson","Barbara Garrick",1751,330,NA,"tv"
"diamond city",2020,NA,"Crime","Drama",NA,7.1,NA,NA,"Nambitha Ben-Mazwi","Ilse Klink"," Lehlohonolo Makoko","Makgano Mamabolo",14,NA,NA,"tv"
"ultimate beastmaster",2017,2018,"Game-Show","Reality-TV",NA,7.3,NA,NA,"Tiki Barber","Rafinha Bastos"," Luis Ernesto Franco","Inés Sainz",2242,55,NA,"tv"
"world's most wanted",2020,NA,"Documentary","Crime",NA,7.2,NA,NA,"Jennifer Julian","Thomas Fuentes"," Calogero Germaná","David Lorino",2067,NA,NA,"tv"
"next in fashion",2020,NA,"Reality-TV",NA,NA,7.3,NA,NA,"Alexa Chung","Tan France"," Marco Morante","Prasad Romijn",3098,50,NA,"tv"
"7seeds",2019,2020,"Animation","Action","Adventure",6.4,NA,NA,"Scott Gibbs","Alejandro Saab"," Jad Saxton","Amber Lee Connors",1155,25,NA,"tv"
"one of us",2017,NA,"Documentary",NA,NA,7.1,"Heidi Ewing","
Rachel Grady
","Etty","Chani Getter"," Ari Hershkowitz","Luzer Twersky",6119,95,NA,"tv"
"the pentaverate",NA,NA,"Comedy",NA,NA,NA,NA,NA,"Phill Webster","Nicklas Kingo"," Donald Sage Mackay","Daniel Booroff",NA,NA,NA,"tv"
"the netflix afterparty",2020,NA,"Talk-Show",NA,NA,3.7,NA,NA,"Fortune Feimster","Kevin Hart"," London Hughes","Rick Ingraham",431,NA,NA,"tv"
"maya and the three",2021,NA,"Animation","Action","Adventure",NA,NA,NA,"Sandra Equihua","Jorge R. Gutiérrez"," Jeff Ranjo",NA,NA,NA,NA,"tv"
"go go squid!",2019,NA,"Drama","Romance",NA,8,NA,NA,"Xian Li","Zi Yang"," Mingde Li","Yifan Wen",768,45,NA,"tv"
"win the wilderness: alaska",2020,NA,"Documentary","Adventure","Game-Show",7,NA,NA,"Star: Nicholas Tennant",NA,NA,NA,654,60,NA,"tv"
"my next guest needs no introduction with david letterman",2018,NA,"Talk-Show",NA,NA,7.9,NA,NA,"David Letterman","Kim Kardashian"," George Clooney","Tina Fey",4945,60,NA,"tv"
"god eater",2015,NA,"Animation","Action","Sci-Fi",7,NA,NA,"Tomohisa Asô","Kira Buckland"," Robbie Daymond","Dorah Fine",1696,24,NA,"tv"
"sahara",2017,NA,"Animation","Adventure","Comedy",5.6,"Pierre Coré",NA,"Omar Sy","Louane Emera"," Franck Gastambide","Vincent Lacoste",2589,86,NA,"tv"
"hits",2014,NA,"Comedy","Drama",NA,5.8,"David Cross",NA,"Meredith Hagner","Matt Walsh"," James Adomian","Jake Cherry",1860,96,NA,"tv"
"true and the rainbow kingdom",2017,NA,"Animation","Short","Adventure",7.1,NA,NA,"Michela Luci","Nicolas Aqui"," Jamie Watson","Eric Peterson",395,22,NA,"short"
"rotten",2018,2019,"Documentary",NA,NA,7.2,NA,NA,"Latif Nasser","Casey Cox"," Stanley Crawford","Leslie Lopatofsky",3330,55,NA,"tv"
"ugly delicious",2018,NA,"Documentary",NA,NA,7.8,NA,NA,"David Chang","Peter Meehan"," Aziz Ansari","Rene Redzepi",3268,50,NA,"tv"
"destry",1954,NA,"Western",NA,NA,6.7,"George Marshall",NA,"Audie Murphy","Mari Blanchard"," Lyle Bettger","Thomas Mitchell",1318,95,NA,"tv"
"the mind, explained",2019,NA,"Documentary",NA,NA,8,NA,NA,"Emma Stone","Ali Mattu"," Melanie Mignucci","Octavian C. Mihai",4453,20,NA,"tv"
"challenger: the final flight",2020,NA,"Documentary","History",NA,7.9,NA,NA,"June Scobee Rodgers","William Harwood"," Frederick D. Gregory","John Zarrella",5904,179,NA,"tv"
"use for my talent",2021,NA,"Comedy","Drama","Romance",7.1,NA,NA,"Su Meng Di","Dai Yun Fan"," Charles Lin","Jasper Liu",103,45,NA,"tv"
"beat bugs",2016,2018,"Animation","Short","Adventure",7.6,NA,NA,"Charles Demers","Rebecca Husain"," Lili Beaudoin","Ashleigh Ball",491,24,NA,"short"
"find me in your memory",2020,NA,"Fantasy","Mystery","Romance",7.4,NA,NA,"Dong-wook Kim","Moon Ga-young"," Seul-gi Kim","Jong-Hoon Yoon",492,35,NA,"tv"
"the unlisted",2019,NA,"Family","Sci-Fi","Thriller",6.7,NA,NA,"Vrund Rao","Ved Rao"," Abigail Adriano","Miah Madden",698,22,NA,"tv"
"sword art online alternative: gun gale online",2018,NA,"Animation","Action","Adventure",6.9,NA,NA,"Tomori Kusunoki","Yôko Hikasa"," Kazuyuki Okitsu","Morgan Berry",1847,24,NA,"tv"
"loaded",2017,NA,"Comedy","Drama",NA,6.6,NA,NA,"Jim Howick","Samuel Anderson"," Nick Helm","Jonny Sweet",1294,41,NA,"tv"
"on the verge",2021,NA,"Comedy",NA,NA,NA,NA,NA,"Julie Delpy","Sarah Jones"," Alexia Landeau","Elisabeth Shue",NA,NA,NA,"tv"
"the final table",2018,NA,"Reality-TV",NA,NA,7.7,NA,NA,"Andrew Knowlton","Monique Fiso"," Mark Best","Shane Osborn",3574,60,NA,"tv"
"blame!",2017,NA,"Animation","Action","Drama",6.7,"Hiroyuki Seshita",NA,"Takahiro Sakurai","Kana Hanazawa"," Sora Amamiya","Mamoru Miyano",7432,106,NA,"tv"
"dawn of the croods",2015,2017,"Animation","Short","Adventure",6,NA,NA,"Dan Milano","A.J. LoCascio"," Laraine Newman","Cree Summer",595,23,NA,"short"
"lost ollie",NA,NA,"Animation","Adventure","Drama",NA,NA,NA,"Mary J. Blige","Jonathan Groff"," Jake Johnson","Tim Blake Nelson",NA,45,NA,"tv"
"meateater",2012,NA,"Documentary",NA,NA,7.7,NA,NA,"Steven Rinella","Joe Rogan"," Bryan Callen","Remi Warren",1247,21,NA,"tv"
"love and redemption",2020,NA,"Action","Drama","Fantasy",8.6,NA,NA,"Wang Bin","Yu Bin"," Zhou Yi Dan","Ma Jing Han",356,NA,NA,"tv"
"spellbinder",1995,NA,"Adventure","Family","Fantasy",8.2,NA,NA,"Zbych Trofimiuk","Gosia Piotrowska"," Brian Rooney","Michela Noonan",1981,24,NA,"tv"
"blown away",2019,NA,"Reality-TV",NA,NA,7.1,NA,NA,"Nick Uhas","Deborah Czeresko"," Alexander Rosenberg","Janusz Pozniak",2438,23,NA,"tv"
