"movies","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross"
"twilight of the gods",NA,NA,"Animation","Action","Adventure",NA,NA,NA,"Pilou Asbæk","Jamie Chung"," Jamie Clayton","Lauren Cohan",NA,NA,NA
"the inbestigators",2019,NA,"Comedy","Crime","Family",8.1,NA,NA,"Abby Bergman","Anna Cooke"," Aston Droomer","Jamil Smyth-Secka",568,NA,NA
"merlí",2015,2018,"Comedy","Drama","Romance",8.6,NA,NA,"Francesc Orella","Pere Ponce"," Carlos Cuevas","Marta Marco",7545,58,NA
"le jeu",2018,NA,"Comedy","Drama",NA,6.8,"Fred Cavayé",NA,"Bérénice Bejo","Suzanne Clément"," Stéphane De Groodt","Vincent Elbaz",13364,90,NA
"hitler's circle of evil",2018,NA,"Documentary","Biography","History",8,NA,NA,"Jonathon Michaels","Alisdair Simpson"," Guy Walters","Michael Lynch",3579,52,NA
"talking tom and friends",2014,NA,"Animation","Action","Adventure",6.3,NA,NA,"Tom Kenny","Colin Hanks"," James Adomian","Lisa Schwartz",337,11,NA
"the body",2019,NA,"Mystery","Thriller",NA,5.4,"Jeethu Joseph",NA,"Emraan Hashmi","Rishi Kapoor"," Sobhita Dhulipala","Vedhika",3062,101,NA
"free!",2013,NA,"Animation","Comedy","Drama",7.4,NA,NA,"Jamie Marchi","Johnny Yong Bosch"," Akeno Watanabe","Nobunaga Shimazaki",2630,24,NA
"the bletchley circle: san francisco",2018,NA,"Crime","Drama","Mystery",6.9,NA,NA,"Crystal Balint","Rachael Stirling"," Chanelle Peloso","Julie Graham",2072,45,NA
"kiss me first",2018,NA,"Drama","Mystery","Sci-Fi",6.3,NA,NA,"Tallulah Haddon","Simona Brown"," Matthew Beard","Freddie Stewart",3645,46,NA
"rebirth",2016,NA,"Thriller",NA,NA,5,"Karl Mueller",NA,"Fran Kranz","Adam Goldberg"," Nicky Whelan","Kat Foster",4772,100,NA
"il processo",2019,NA,"Crime",NA,NA,7,NA,NA,"Vittoria Puccini","Francesco Scianna"," Camilla Filippi","Simone Colombari",2545,52,NA
"darwin's game",2020,NA,"Animation","Action","Drama",7.3,NA,NA,"Yûsuke Kobayashi","Alexis Tipton"," Reina Ueda","Tia Lynn Ballard",1344,23,NA
"blood & water",2020,NA,"Drama","Mystery",NA,6.4,NA,NA,"Ama Qamata","Khosi Ngema"," Gail Mabalane","Thabang Molaba",2080,53,NA
"the mother",2022,NA,"Action","Thriller",NA,NA,"Niki Caro",NA,"Star: Jennifer Lopez",NA,NA,NA,NA,NA,NA
"homemade",2020,NA,"Drama",NA,NA,6,NA,NA,"Christopher Abbott","Kumiko Kaur Chadha Berges"," Cate Blanchett","Javier Cámara",692,138,NA
"akelarre",2020,NA,"Adventure","Drama","History",6.3,"Pablo Agüero",NA,"Amaia Aberasturi","Alex Brendemühl"," Daniel Fanego","Garazi Urkola",3610,92,NA
"rust valley restorers",2018,NA,"Documentary",NA,NA,7.8,NA,NA,"Michael Daingerfield","Connor Hall"," Mike Hall","Avery Shoaf",2373,38,NA
"wormwood",2017,NA,"Documentary","Biography","Drama",7,NA,NA,"Peter Sarsgaard","Molly Parker"," Christian Camargo","Scott Shepherd",3870,241,NA
"ghost wars",2017,2018,"Drama","Fantasy","Horror",6.3,NA,NA,"Avan Jogia","Kim Coates"," Luvia Petersen","Jesse Moss",4430,60,NA
"mismatched",2020,NA,"Comedy","Drama","Romance",5.5,NA,NA,"Prajakta Koli","Rohit Saraf"," Muskkaan Jaferi","Devyani Shorey",3261,30,NA
"rosario tijeras",2016,2019,"Action","Crime","Drama",6.2,NA,NA,"Bárbara de Regil","Sebastian Martínez"," Harold Azuara","José María de Tavira",227,43,NA
"the big show show",2020,NA,"Comedy",NA,NA,6.4,NA,NA,"Paul Wight","Allison Munn"," Reylynn Caster","Lily Brooks O'Briant",2139,NA,NA
"gentefied",2020,NA,"Comedy",NA,NA,7.4,NA,NA,"Joaquín Cosio","Joseph Julian Soria"," Karrie Martin","Carlos Santos",1786,NA,NA
"bloodride",2020,NA,"Horror","Mystery","Thriller",6.4,NA,NA,"Dagny Backer Johnsen","Erlend Rødal Vikhagen"," Benjamin Helstad","Synnøve Macody Lund",3127,NA,NA
"bna",2020,NA,"Animation","Action","Fantasy",7.2,NA,NA,"Sumire Morohoshi","Yoshimasa Hosoya"," Gara Takashima","Ben Diskin",1893,23,NA
"yeh meri family",2018,NA,"Comedy","Drama","Family",9.1,NA,NA,"Vishesh Bansal","Mona Singh"," Akarsh Khurana","Ahan Nirban",21890,30,NA
"full count",2019,NA,"Drama","Fantasy","Sport",5.7,"Robert Eagar",NA,"John Paul Kakos","Natalia Livingston"," E. Roger Mitchell","Rick Hearst",544,110,NA
"fast and loose",NA,NA,"Action","Crime","Thriller",NA,"David Leitch",NA,"Star: Will Smith",NA,NA,NA,NA,NA,NA
"ad vitam",2018,NA,"Crime","Drama","Mystery",6.5,NA,NA,"Yvan Attal","Garance Marillier"," Niels Schneider","Victor Assié",1428,60,NA
"the last kids on earth",2019,NA,"Animation","Adventure","Comedy",7.4,NA,NA,"Nick Wolfhard","Montse Hernandez"," Garland Whitt","Charles Demers",1034,NA,NA
"spotless",2015,NA,"Crime","Drama",NA,7.8,NA,NA,"Marc-André Grondin","Denis Ménochet"," Miranda Raison","Doug Allen",3419,60,NA
"the repair shop",2017,NA,"Documentary","Reality-TV",NA,8.7,NA,NA,"Jay Blades","Steven Fletcher"," William Kirk","Bill Paterson",1104,30,NA
"ever after high",2013,2017,"Animation","Adventure","Comedy",8,NA,NA,"Cindy Robinson","Valerie Arem"," Todd Haberkorn","Jamieson Price",821,25,NA
"reality z",2020,NA,"Comedy","Horror",NA,5.4,NA,NA,"Ravel Andrade","Harley Yeager"," Carla Ribas","Ana Hartmann",2183,30,NA
"paava kadhaigal",2020,NA,"Drama",NA,NA,8.1,NA,NA,"Anjali","Kalidas Jayaram"," Prakash Raj","Simran",5524,36,NA
"brews brothers",2020,NA,"Comedy",NA,NA,5.1,NA,NA,"Mike Castle","Alan Aisenberg"," Carmen Flood","Marques Ray",1730,NA,NA
"the increasingly poor decisions of todd margaret",2009,2016,"Comedy",NA,NA,7.6,NA,NA,"Sharon Horgan","Will Arnett"," David Cross","Blake Harrison",6233,25,NA
"braqueurs",2015,NA,"Action","Crime","Drama",6.3,"Julien Leclercq",NA,"Sami Bouajila","Guillaume Gouix"," Youssef Hajdi","Redouane Behache",4641,81,NA
"the main event",2020,NA,"Action","Comedy","Family",4.8,"Jay Karas",NA,"Seth Carr","Tichina Arnold"," Adam Pally","Ken Marino",2062,101,NA
"la doña",2016,NA,"Drama","Romance",NA,6.8,NA,NA,"Aracely Arámbula","José María Galeano"," Andrea Martí","Leo Deluglio",553,45,NA
"richie rich",2015,NA,"Comedy",NA,NA,3.3,NA,NA,"Jake Brennan","Lauren Taylor"," Joshua Carlon","Jenna Ortega",912,22,NA
"the confession killer",2019,NA,"Documentary","Crime",NA,7.4,NA,NA,"Nan Cuba","Bob Prince"," Hugh Aynesworth","Phil Ryan",7618,240,NA
"violetta",2012,2015,"Drama","Family","Music",5.3,NA,NA,"Diego Ramos","Martina Stoessel"," Jorge Blanco","Mercedes Lambre",2207,45,NA
"kemono jihen",2021,NA,"Animation","Action","Fantasy",7.5,NA,NA,"Natsumi Fujiwara","Natsuki Hanae"," Ayumu Murase","Jun'ichi Suwabe",922,24,NA
"killer inside: the mind of aaron hernandez",2020,NA,"Documentary","Crime","Sport",7.4,NA,NA,"Kevin Armstrong","Dan Wetzel"," Patrick Haggan","Stephen Ziogas",14805,202,NA
"all hail king julien",2014,2017,"Animation","Adventure","Comedy",7.1,NA,NA,"Danny Jacobs","Andy Richter"," Kevin Michael Richardson","India de Beaufort",1708,23,NA
"100 días para enamorarnos",2020,NA,"Comedy",NA,NA,6.9,NA,NA,"Ilse Salas","Mariana Treviño"," Erick Elias","David Chocarro",645,NA,NA
"human: the world within",2021,NA,"Documentary",NA,NA,6.8,NA,NA,"Star: Jad Abumrad",NA,NA,NA,422,NA,NA
"the hollow",2018,2020,"Animation","Drama","Family",7.2,NA,NA,"Ashleigh Ball","Connor Parnall"," Adrian Petriw","Mark Hildreth",3712,24,NA
"when heroes fly",2018,NA,"Action","Drama",NA,7.2,NA,NA,"Tomer Capon","Ninet Tayeb"," Michael Aloni","Nadav Netz",2666,45,NA
"little things",2016,NA,"Comedy","Romance",NA,8.3,NA,NA,"Dhruv Sehgal","Mithila Palkar"," Abhishek Bhalerao","Rishi Deshpande",4958,16,NA
"hardy bucks",2010,NA,"Comedy",NA,NA,8.3,NA,NA,"Owen Colgan","Chris Tordoff"," Tom Kilgallon","Tommy Miller",773,30,NA
"tokyo trial",2016,NA,"Drama","History",NA,7.4,NA,NA,"Tim Ahern","Paul Freeman"," Serge Hazanavicius","Marcel Hensema",1381,45,NA
"ashes of love",2018,NA,"Comedy","Fantasy","Romance",8.4,NA,NA,"Yuqi Chen","Allen Deng"," Zhonghua He","Liao Jingfeng",1577,45,NA
"project mc²",2015,NA,"Family",NA,NA,6,NA,NA,"Mika Abdalla","Ysa Penarejo"," Victoria Vida","Genneya Walton",838,26,NA
"merry happy whatever",2019,NA,"Comedy",NA,NA,6.3,NA,NA,"Dennis Quaid","Bridgit Mendler"," Brent Morin","Ashley Tisdale",4010,26,NA
"adn",2020,NA,"Drama",NA,NA,5.9,"Maïwenn",NA,"Fanny Ardant","Louis Garrel"," Dylan Robert","Marine Vacth",733,90,NA
"the stranger",1946,NA,"Crime","Drama","Film-Noir",7.4,"Orson Welles",NA,"Orson Welles","Edward G. Robinson"," Loretta Young","Philip Merivale",25188,95,NA
"home for christmas",2019,2020,"Comedy","Drama","Romance",7.7,NA,NA,"Ida Elise Broch","Gabrielle Leithaug"," Hege Schøyen","Dennis Storhøi",11139,29,NA
"marseille",2016,2018,"Drama",NA,NA,6.9,NA,NA,"Karen Strassman","Anne Yatco"," Gérard Depardieu","Benoît Magimel",4830,41,NA
"wildflower",2014,NA,"Drama","Thriller",NA,5.3,"Nicholas DiBella",NA,"Nathalia Ramos","Cody Longo"," Alexa Rose Steele","Benjamin Ashbrook",866,92,0.01
"heartstopper",NA,NA,"Drama","Romance",NA,NA,NA,NA,"Corinna Brown","Kit Connor"," Sebastian Croft","Tobie Donovan",NA,NA,NA
"jenni rivera: mariposa de barrio",2017,NA,"Drama","Musical",NA,7.3,NA,NA,"Gabriel Porras","Rosalinda Rodríguez"," Angélica Celaya","Adrian Carvajal",211,45,NA
"boy meets girl",2014,NA,"Comedy","Drama","Romance",7.1,"Eric Schaeffer",NA,"Michael Welch","Michelle Hendley"," Alexandra Turshen","Michael Galante",4391,95,0.02
"sonic boom",2014,2017,"Animation","Short","Action",6.9,NA,NA,"Roger Craig Smith","Cindy Robinson"," Colleen O'Shaughnessey","Travis Willingham",5452,11,NA
"video game high school",2012,2014,"Action","Romance","Sci-Fi",7.6,NA,NA,"Josh Blaylock","Ellary Porterfield"," Johanna Braddy","Jimmy Wong",12922,42,NA
"my perfect landing",2020,NA,"Family",NA,NA,6.3,NA,NA,"Morgan Wigle","Tom Hulshof"," Helena Marie","Shawn Thompson",131,NA,NA
"some assembly required",2014,NA,"Comedy","Family",NA,3.7,NA,NA,"Kolton Stewart","Harrison Houde"," Sydney Scotia","Charlie Storwick",788,NA,NA
"rugal",2020,NA,"Action","Crime","Sci-Fi",6.4,NA,NA,"Choi Jin-Hyuk","Dong-Hyuk Cho"," Hye-in Jeong","Min-Sang Kim",672,60,NA
"stay close",NA,NA,"Crime","Drama","Mystery",NA,NA,NA,"Bethany Antonia","Richard Armitage"," Daniel Francis","Jo Joyner",NA,NA,NA
"inside the world's toughest prisons",2016,2021,"Documentary",NA,NA,7.1,NA,NA,"Raphael Rowe","Paul Connelly"," Robin",NA,2457,47,NA
"windfall",2022,NA,"Drama","Thriller",NA,NA,"Charlie McDowell",NA,"Jesse Plemons","Lily Collins"," Jason Segel","Omar Leyva",NA,NA,NA
"betaal",2020,NA,"Action","Horror","Thriller",5.4,NA,NA,"Vineet Kumar Singh","Aahana Kumra"," Suchitra Pillai","Jatin Goswami",8261,46,NA
"trailer park boys: the animated series",2019,2020,"Animation","Comedy",NA,7.5,NA,NA,"John Paul Tremblay","Robb Wells"," Mike Smith","Patrick Roach",2531,25,NA
"love on the spectrum",2019,NA,"Documentary","Reality-TV","Romance",8.5,NA,NA,"Michael Theo","Kelvin Wong"," Mark Radburn","Chloe Hatch",3333,NA,NA
"ju-on: origins",2020,NA,"Drama","Horror","Mystery",6.1,NA,NA,"Yoshiyoshi Arakawa","Yuina Kuroshima"," Seiko Iwaidô","Dorah Fine",3932,30,NA
"mercy",2016,NA,"Drama","Mystery","Thriller",4.2,"Chris Sparling",NA,"James Wolk","Tom Lipinski"," Caitlin FitzGerald","Mike Donovan",3165,90,NA
"sisters",2017,NA,"Drama",NA,NA,7.5,NA,NA,"Lucy Durack","Antonia Prebble"," Maria Angelico","Dan Spielman",1554,60,NA
"zero",2021,NA,"Action","Comedy","Drama",5.7,NA,NA,"Giuseppe Dave Seke","Haroun Fall"," Beatrice Grannò","Dylan Magon",1047,27,NA
"she",2020,NA,"Crime","Drama",NA,6.5,NA,NA,"Dawood Khan","Aditi Sudhir Pohankar"," Vijay Varma","Vishwas Kini",3086,36,NA
"bombay begums",2021,NA,"Drama",NA,NA,4.9,NA,NA,"Pooja Bhatt","Shahana Goswami"," Amruta Subhash","Plabita Borthakur",3615,50,NA
"first kill",NA,NA,"Drama","Horror","Mystery",NA,NA,NA,"Jonas Dylan Allen","Gracie Dzienny"," Dominic Goodman","Sarah Catherine Hook",NA,60,NA
"uncorked",2020,NA,"Drama",NA,NA,6.3,"Prentice Penny",NA,"Courtney B. Vance","Lashun Pollard"," Michael Mobley","Robert Cox",4839,104,NA
"xx",2017,NA,"Horror",NA,NA,4.6,"Roxanne Benjamin","
Sofìa Carrillo","Natalie Brown","Jonathan Watton"," Peter DaCunha","Peyton Kennedy",11394,80,0.03
"iris",2016,NA,"Drama","Thriller",NA,6.1,"Jalil Lespert",NA,"Romain Duris","Charlotte Le Bon"," Jalil Lespert","Camille Cottin",3831,99,NA
"marlon",2017,2018,"Comedy",NA,NA,7.1,NA,NA,"Marlon Wayans","Essence Atkins"," Bresha Webb","Diallo Riddle",3738,22,NA
"nobel",2016,NA,"Drama","Thriller","War",8.1,NA,NA,"Aksel Hennie","Atheer Adel"," Mohammad-Ali Behboudi","Danica Curcic",6041,45,NA
"revenger",2018,NA,"Action","Crime","Thriller",5.7,"Seung-Won Lee",NA,"Je-Heon Choi","Makayla Rose Hilli"," Kim In-kwon","SooJin Jeong",3950,101,NA
"sonic x",2003,2006,"Animation","Action","Adventure",6.2,NA,NA,"Gabriella Lewis","Jun'ichi Kanemaru"," Sanae Kobayashi","Jason Griffith",3994,30,NA
"ajin",2016,NA,"Animation","Action","Adventure",7.6,NA,NA,"Mamoru Miyano","Martin Billany"," Johnny Yong Bosch","Lucien Dodge",5606,24,NA
"fearless",2020,NA,"Animation","Comedy","Family",4.9,"Cory Edwards",NA,"Yara Shahidi","Miles Robbins"," Miguel","Jadakiss",1420,89,NA
"the investigator: a british crime story",2016,2018,"Documentary","Crime",NA,5.7,NA,NA,"Mark Williams-Thomas","Rick Warden"," Tanya Winsor","Frances Millar",1652,47,NA
"temple",2017,NA,"Adventure","Drama","Horror",3.6,"Michael Barrett",NA,"Logan Huffman","Natalia Warner"," Brandon Sklenar","Naoto Takenaka",4761,78,NA
"fear city: new york vs the mafia",2020,NA,"Documentary","Crime",NA,7.1,NA,NA,"John Alite","Michael Franzese"," Jim Kossler","John Joyce",6352,156,NA
"clark",NA,NA,"Action","Crime","Drama",NA,NA,NA,"Bill Skarsgård","Alicia Agneson"," Vilhelm Blomgren","Malin Levanon",NA,NA,NA
"cheese in the trap",2016,NA,"Comedy","Romance",NA,7.4,NA,NA,"Park Hae-Jin","Kim Go-eun"," Seo Kang-Joon","Nam Joo-Hyuk",3348,60,NA
"money, explained",2021,NA,"Documentary",NA,NA,6.9,NA,NA,"Hal Hershfield","Maria Konnikova"," Bobby Cannavale","Edie Falco",1451,23,NA
"the cabin with bert kreischer",2020,NA,"Comedy","Reality-TV",NA,6.9,NA,NA,"Bert Kreischer","LeeAnn Kreischer"," Al Kreischer","Anthony Anderson",1388,NA,NA
"frozen planet",2011,2012,"Documentary",NA,NA,9,NA,NA,"David Attenborough","Alec Baldwin"," Chadden Hunter","Ted Giffords",27986,333,NA
"amend: the fight for america",2021,NA,"Documentary","History",NA,7.9,NA,NA,"Will Smith","Bryan Stevenson"," Larry Wilmore","Samira Wiley",1068,NA,NA
"the last laugh",2019,NA,"Comedy",NA,NA,5.6,"Greg Pritikin",NA,"Chevy Chase","Richard Dreyfuss"," Andie MacDowell","Kate Micucci",5277,98,NA
"el final del paraíso",2019,NA,"Action","Drama",NA,5.5,NA,NA,"Carmen Villalobos","Kimberly Reyes"," Fabián Ríos","Gregorio Pernía",164,44,NA
"jack whitehall: travels with my father",2017,NA,"Documentary","Comedy",NA,7.7,NA,NA,"Jack Whitehall","Michael Whitehall"," Hilary Whitehall","Steven Seagal",4249,30,NA
"typewriter",2019,NA,"Horror","Mystery","Thriller",6.5,NA,NA,"Aarnaa Sharma","Palomi Ghosh"," Mikhail Gandhi","Palash Kamble",3596,48,NA
"lady dynamite",2016,2017,"Comedy",NA,NA,7.4,NA,NA,"Maria Bamford","Fred Melamed"," Mary Kay Place","Ana Gasteyer",3414,30,NA
"ares",2020,NA,"Drama","Horror","Mystery",5.6,NA,NA,"Jade Olieberg","Tobias Kersloot"," Lisa Smit","Frieda Barnhard",3974,32,NA
"osmosis",2019,NA,"Romance","Sci-Fi",NA,5.9,NA,NA,"Agathe Bonitzer","Hugo Becker"," Gaël Kamilindi","Manoel Dupont",2733,55,NA
"the wiggles",1998,NA,"Adventure","Comedy","Family",5.9,NA,NA,"Murray Cook","Jeff Fatt"," Anthony Field","Greg Page",805,30,NA
"diablero",2018,NA,"Adventure","Drama","Fantasy",6.7,NA,NA,"Christopher Von Uckermann","Gisselle Kuri"," Fátima Molina","Horacio Garcia Rojas",2318,40,NA
"aggretsuko",2018,NA,"Animation","Comedy","Drama",8.1,NA,NA,"Ben Diskin","Erica Mendez"," G.K. Bowes","Katelyn Gault",5196,15,NA
"solo",2018,NA,"Adventure","Biography","Drama",5,"Hugo Stuven",NA,"Alain Hernández","Aura Garrido"," Ben Temple","Leticia Etala",2546,91,NA
"skylanders academy",2016,2018,"Animation","Action","Adventure",6.6,NA,NA,"Justin Long","Ashley Tisdale"," Jonathan Banks","Chris Diamantopoulos",636,25,NA
"the chestnut man",2021,NA,"Crime","Drama","Mystery",NA,NA,NA,"Esben Dalgaard Andersen","Morten Brovn"," Danica Curcic","David Dencik",NA,50,NA
"xoxo",2016,NA,"Drama","Music",NA,5.3,"Christopher Louie",NA,"Sarah Hyland","Graham Phillips"," Brett DelBuono","Hayley Kiyoko",6809,92,NA
"high score",2020,NA,"Documentary","History",NA,7.4,NA,NA,"Charles Martinet","Rebecca Ann Heineman"," Nolan Bushnell","Tom Kalinske",6851,252,NA
"fake or fortune?",2010,NA,"Documentary",NA,NA,8.6,NA,NA,"Fiona Bruce","Philip Mould"," Bendor Grosvenor","Aviva Bernstock",504,63,NA
"zombieland saga",2018,NA,"Animation","Action","Comedy",7,NA,NA,"Rika Kinugawa","Kaede Hondo"," Asami Tano","Risa Taneda",893,24,NA
"one strange rock",2018,NA,"Documentary",NA,NA,8.8,NA,NA,"Will Smith","Chris Hadfield"," Jerry Linenger","Mae C. Jemison",7223,47,NA
"barry",2016,NA,"Biography","Drama",NA,5.8,"Vikram Gandhi",NA,"Devon Terrell","Anya Taylor-Joy"," Jason Mitchell","Ellar Coltrane",6821,104,NA
"the trap",2019,NA,"Comedy",NA,NA,4.3,"Erik White",NA,"T.I.","Mike Epps"," Loretta Devine","Brian J. Pitt",1417,90,NA
"we the people",2021,NA,"Animation","Short","Comedy",4.6,NA,NA,"Brandi Carlile","Cordae"," Andra Day","Amanda Gorman",202,3,NA
"killer ratings",2019,NA,"Documentary","Crime",NA,7.7,NA,NA,"",NA,NA,NA,1423,351,NA
"huge in france",2019,NA,"Comedy",NA,NA,6.8,NA,NA,"Gad Elmaleh","Scott Keiji Takeda"," Jordan Ver Hoeve","Erinn Hayes",2594,30,NA
"digimon adventure",2020,NA,"Animation","Action","Adventure",7.4,NA,NA,"Yumiko Kobayashi","Masako Nozawa"," Volcano Ota","Chika Sakamoto",415,NA,NA
"pup academy",2019,NA,"Family",NA,NA,6.6,NA,NA,"Christian Convery","Chance Hurstfield"," Dylan Schombing","Travis Turner",424,NA,NA
"guilt",2016,NA,"Crime","Drama","Mystery",6,NA,NA,"Daisy Head","Emily Tremaine"," Cristian Solimeno","Naomi Ryan",2540,60,NA
"bling empire",2021,NA,"Reality-TV",NA,NA,5.8,NA,NA,"Christine Chiu","Kevin Kreider"," Kim Lee","Kelly Mi Li",2271,38,NA
"sex, explained",2020,NA,"Documentary",NA,NA,6.9,NA,NA,"Janelle Monáe","Lisa Diamond"," Shareen Joshi","Justin Lehmiller",2758,111,NA
"dark tourist",2018,NA,"Documentary",NA,NA,7.5,NA,NA,"David Farrier","Christian Wolf"," Robin Brown","Dan Bulter",6507,40,NA
"seis manos",2019,NA,"Animation","Action","Adventure",7.2,NA,NA,"Vic Chao","Mike Colter"," Jonny Cruz","Aislinn Derbez",1295,27,NA
"the pharmacist",2020,NA,"Documentary","Crime",NA,7.7,NA,NA,"",NA,NA,NA,6140,217,NA
"paquita salas",2016,NA,"Comedy",NA,NA,8,NA,NA,"Brays Efe","Belén Cuesta"," Lidia San José","Álex de Lucas",2699,NA,NA
"the lizzie borden chronicles",2015,NA,"Crime","Drama","Horror",7,NA,NA,"Christina Ricci","Clea DuVall"," Cole Hauser","Dylan Taylor",3945,337,NA
"the cuba libre story",2016,NA,"Documentary","History",NA,7.7,NA,NA,"Ken Eaken","Jaime Suchlicki"," Jean-Pierre Clerc","Michael Zeuske",1432,52,NA
"five came back",2017,NA,"Documentary","Biography","History",8.3,NA,NA,"Francis Ford Coppola","Guillermo del Toro"," Paul Greengrass","Lawrence Kasdan",4261,60,NA
"crazyhead",2016,NA,"Comedy","Horror","Sci-Fi",7.3,NA,NA,"Cara Theobold","Susan Wokoma"," Lewis Reeves","Tony Curran",4613,60,NA
"code lyoko",2003,2007,"Animation","Action","Adventure",7.3,NA,NA,"Sharon Mann","Mirabelle Kirkland"," Matthew Géczy","Barbara Scaff",4782,26,NA
"guilty",2020,NA,"Drama","Thriller",NA,5.4,"Ruchi Narain",NA,"Kiara Advani","Taher Shabbir"," Akansha Ranjan Kapoor","Gurfateh Pirzada",4014,119,NA
"brotherly love",2015,NA,"Drama",NA,NA,6.7,"Jamal Hill",NA,"Keke Palmer","Cory Hardrict"," Romeo Miller","Eric D. Hill Jr.",1787,89,0.44
"catfight",2016,NA,"Action","Comedy","Drama",5.9,"Onur Tukel",NA,"Sandra Oh","Anne Heche"," Alicia Silverstone","Amy Hill",5779,95,NA
"citrus",2018,NA,"Animation","Drama","Romance",6.3,NA,NA,"Tomoaki Maeno","Kana Ueda"," Ikumi Hayama","Shiori Izawa",1621,24,NA
"k",2012,NA,"Animation","Action","Drama",7.1,NA,NA,"Sam Riegel","Stephanie Sheh"," Johnny Yong Bosch","Todd Haberkorn",2091,24,NA
"barbie: life in the dreamhouse",2012,NA,"Animation","Short","Comedy",7.4,NA,NA,"Kate Higgins","Sean Hankinson"," Haviland Stillwell","Paula Rhodes",1474,3,NA
"the deep",2015,NA,"Animation","Action","Adventure",7.9,NA,NA,"Vincent Tong","Ashleigh Ball"," Kathleen Barr","Michael Dobson",575,22,NA
"high on the hog: how african american cuisine transformed america",2021,NA,"Documentary","History",NA,7.7,NA,NA,"Stephen Satterfield","Gabrielle E.W. Carter"," Jessica B. Harris","Romauld Hazoume",501,210,NA
"bloom into you",2018,NA,"Animation","Drama","Romance",7.8,NA,NA,"Tia Lynn Ballard","Clint Bickham"," Luci Christian","Amber Lee Connors",954,24,NA
"florida man",NA,NA,"Drama",NA,NA,NA,NA,NA,"Star: Edgar Ramírez",NA,NA,NA,NA,NA,NA
"surviving death",2021,NA,"Documentary","Reality-TV",NA,6.1,NA,NA,"Star: Payton Harbour",NA,NA,NA,1654,50,NA
"the joel mchale show with joel mchale",2018,NA,"Comedy",NA,NA,7.2,NA,NA,"Joel McHale","Paul Feig"," Brad Stevens","Dominic DeLeo",2277,30,NA
"the epic tales of captain underpants",2018,2020,"Animation","Short","Action",6.7,NA,NA,"Nat Faxon","Jay Gragnani"," Ramone Hamilton","Sean Astin",737,24,NA
"sabrina",2018,NA,"Horror","Thriller",NA,4.2,"Rocky Soraya",NA,"Luna Maya","Christian Sugiono"," Sara Wijayanto","Jeremy Thomas",1583,113,NA
"trolls: the beat goes on!",2018,2019,"Animation","Short","Adventure",5.9,NA,NA,"Amanda Leighton","Sean T. Krishnan"," Kevin Michael Richardson","Skylar Astin",731,25,NA
"rosemary's baby",2014,NA,"Drama","Horror","Mystery",5.5,NA,NA,"Zoe Saldana","Patrick J. Adams"," Carole Bouquet","Christina Cole",5230,170,NA
"little witch academia",2017,NA,"Animation","Comedy","Family",7.9,NA,NA,"Megumi Han","Erica Mendez"," Alexis Nichols","Fumiko Orikasa",2619,25,NA
"wakfu",2008,2017,"Animation","Adventure","Family",8.2,NA,NA,"Fanny Bloc","Geneviève Doang"," Jules de Jongh","Thomas Guitard",1289,24,NA
